datum,titel,ressort,labeltop,shorttext,autor,link
2025-05-06 14:45:00,Was bedeutet die Nichtwahl von Merz?,inland,Gescheiterter Wahlgang,Friedrich Merz hat bei der Wahl zum Bundeskanzler im ersten Durchgang nicht die erforderliche Mehrheit bekommen. Nun soll es einen zweiten Wahlgang geben. Was passiert bei einem erneuten Scheitern?Von Frank Bräutigam und Kolja Schwartz.mehr,Von Frank Bräutigam und Kolja Schwartz.,https://www.tagesschau.de/inland/innenpolitik/ablauf-nichtwahl-merz-100.html
2025-05-06 14:30:00,Trumps Politik trifft auch die Lufthansa,wirtschaft,Weniger USA-Reisende,Die politischen Spannungen zwischen den USA und Europa verunsichern die Lufthansa. Deutschlands größte Airline rechnet mit weniger Passagierzuwachs auf den ertragreichen Transatlantik-Routen.Von Michael Immel.mehr,Von Michael Immel.,https://www.tagesschau.de/wirtschaft/unternehmen/lufthansa-hauptversammlung-luftfahrtbranche-100.html
2025-05-06 14:06:00,Das Erfolgsrezept des Deutschen Museums,kultur,100-jähriges Jubiläum,"Seit 100 Jahren zeigt das Deutsche Museum am Münchener Isar-Ufer Flugzeuge, Schiffe und interaktive Stationen. Die Exponate sind aber nur ein Teil des immensen Erfolgs.Von Simon Emmerlich.mehr",Von Simon Emmerlich.,https://www.tagesschau.de/kultur/100-jahre-deutsches-museum-100.html
2025-05-06 14:01:00,Immunität von AfD-Politiker Bystron aufgehoben,ausland,Europäisches Parlament,Es geht um den Verdacht der Geldwäsche und Bestechlichkeit: Das EU-Parlament hat sich für die Aufhebung der Immunität von Petr Bystron ausgesprochen. Ermittlungen gegen den AfD-Politiker können nun weitergehen.mehr,Kein Autor,https://www.tagesschau.de/ausland/europa/eu-parlament-immunitat-petr-bystron-afd-aufgehoben-100.html
2025-05-06 13:37:00,Deutsche kaufen deutlich mehrFairtrade-Produkte,wirtschaft,Rekorderlöse,"Die Deutschen haben im vergangenen Jahr mit 2,9 Milliarden Euro so viel wie nie für fair gehandelte Produkte ausgegeben. Gleichzeitig würden Fairtrade-Produkte immer sichtbarer, so Fairtrade Deutschland.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/verbraucher/fairtrade-absatzplus-100.html
2025-05-06 13:24:00,Polizeiakte enthüllt neue Details über Mengele,investigativ,Arzt im KZ Auschwitz-Birkenau,"Der NS-Verbrecher Josef Mengele konnte jahrzehntelang in Argentinien und Brasilien in Freiheit leben. Eine bislang verschollene Polizeiakte zeigt nun, wie er sich der Strafverfolgung entziehen konnte.Von Christian Bergmann.mehr",Von Christian Bergmann.,https://www.tagesschau.de/investigativ/mdr/mengele-kz-polizei-ermittlung-100.html
2025-05-06 13:19:00,Polizei findet mehr als 6.000Cannabis-Pflanzen,nachrichten,Razzia in Nordrhein-Westfalen,Bei einer groß angelegten Razzia hat die Polizei in NRW mehrere Cannabis-Großplantagen entdeckt. Sieben Verdächtige wurden festgenommen. Innenminister Reul sprach von einem schweren Schlag gegen die illegale Drogenszene.wdr,Kein Autor,https://www1.wdr.de/nachrichten/nrw-cannabis-razzia-sek-100.html
2025-05-06 12:51:00,Wahlschlappe sorgt für Unruhe in der Wirtschaft,wirtschaft,Fehlende Mehrheit für Merz,"Nach dem gescheiterten Wahlgang bei der Kanzlerwahl ist die Wirtschaft besorgt. Es zeige sich, dass der Koalitionsvertrag teils auf tiefe Ablehnung stoße, so DIW-Chef Fratzscher. Der DAX reagiert mit Kursverlusten.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/kanzlerwahl-merz-reaktionen-unternehmen-100.html
2025-05-06 11:40:00,Miersch will nichtSPD-Generalsekretärbleiben,inland,Designierter Fraktionschef,Nach dem Rücktritt von Kevin Kühnert war er kommissarisch SPD-Generalsekretär geworden. Jetzt will Matthias Miersch den Posten offenbar aufgeben - Grund: Er soll SPD-Fraktionschef werden.mehr,Kein Autor,https://www.tagesschau.de/inland/innenpolitik/miersch-posten-generalsekretaer-100.html
2025-05-06 11:24:00,Merz scheitert im ersten Wahlgang bei Kanzlerwahl,inland,Bundestag,Das gab es noch nie in der Geschichte der Bundesrepublik: CDU-Chef Merz hat bei der Kanzlerwahl im ersten Durchgang keine Mehrheit erreicht. Er erhielt in geheimer Abstimmung nur 310 Stimmen - sechs weniger als benötigt.mehr,Kein Autor,https://www.tagesschau.de/inland/kanzlerwahl-merz-100.html
2025-05-06 11:18:00,"""14 Tage ist jetzt eine wichtige Frist""",inland,Merz im ersten Wahlgang gescheitert,"Der erste Anlauf von Merz aufs Kanzleramt ist gescheitert. Was das Grundgesetz nun vorsieht und vor welcher Herausforderung Merz nun steht, erklärtARD-Rechtsexperte Frank Bräutigam.mehr",ARD-Rechtsexperte Frank Bräutigam,https://www.tagesschau.de/inland/innenpolitik/kanzlerwahl-gescheitert-wie-weiter-100.html
2025-05-06 11:15:00,Kunden zahlen immer häufiger mit Karte,wirtschaft,Einzelhandel,"Der Trend zur bargeldlosen Zahlung hält weiter an. Mittlerweile werden fast zwei Drittel der Umsätze im Einzelhandel mit Karten abgewickelt, wie eine aktuelle Studie zeigt.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/verbraucher/kartenzahlung-einzelhandel-102.html
2025-05-06 11:04:00,DieseSonderbeauftragtensollen wegfallen,inland,Stellenabbau der neuen Regierung,Die neue Bundesregierung will kürzen: Posten von gut zwei Dutzend Beauftragten und Koordinatoren sollen offenbar abgeschafft werden - etwa der Beauftragte für Ladesäuleninfrastruktur oder die Botschafterin für feministische Außenpolitik.mehr,Kein Autor,https://www.tagesschau.de/inland/innenpolitik/sonderbeauftragte-abschaffen-100.html
2025-05-06 10:54:00,"""Wir werden Gaza besetzen, um zu bleiben""",ausland,Israels Pläne im Gazastreifen,"Israel will den Gazastreifen wieder besetzen - zwanzig Jahre nach dem Abzug, der für Israelis und Palästinenser eine Zäsur markierte. Radikale Siedler hoffen, dass nun ihre Zeit gekommen ist. Ein Rückblickvon C. Verenkotte.mehr",von C. Verenkotte,https://www.tagesschau.de/ausland/asien/nahost-gaza-krieg-historie-100.html
2025-05-06 10:40:00,Lohnplus für Gesundheits- und Pflegeberufe,wirtschaft,Statistisches Bundesamt,Fachkräfte in Gesundheits- und Pflegeberufen sind hoch begehrt. In den vergangenen Jahren sind ihre Verdienste auch überdurchschnittlich gestiegen.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/arbeitsmarkt/pflegeberufe-loehne-destatis-100.html
2025-05-06 09:11:00,Ford erwartetMilliarden-Kostendurch Trump-Zölle,wirtschaft,Prognose einkassiert,"Der führende US-Autohersteller Ford rechnet wegen der Zollpolitik von US-Präsident Donald Trump mit einer Belastung von 1,5 Milliarden Dollar - und setzt daher seine Prognose für 2025 aus.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/ford-trump-zoelle-milliarden-kosten-100.html
2025-05-06 08:42:00,ErneutDrohnenangriffeauf Moskau gemeldet,ausland,Krieg gegen die Ukraine,"Am 9. Mai begeht Russland den Tag des Sieges über Nazi-Deutschland vor 80 Jahren, zur Militärparade werden hohe Staatsgäste erwartet. Kurz davor melden die Behörden nun erneut ukrainische Angriffe auf Moskau.mehr",Kein Autor,https://www.tagesschau.de/ausland/europa/ukraine-krieg-angriffe-auf-moskau-100.html
2025-05-06 08:39:00,Zölle sollen die Krise in Hollywood beenden,wirtschaft,US-Filmbranche unter Druck,Hollywoods Filmbranche hat in den vergangenen Jahren viele Arbeitsplätze verloren. US-Präsident Trump will gegensteuern - mit Strafzöllen auf im Ausland produzierte Filme. Kann die Rechnung aufgehen?Von Reinhard Spiegelhauer.mehr,Von Reinhard Spiegelhauer.,https://www.tagesschau.de/wirtschaft/weltwirtschaft/trump-filme-strafzoelle-104.html
2025-05-06 07:43:00,"Merz als Kanzler, Besetzung Gazastreifen und Pollensaison",episode,15 Minuten,"CDU-Chef Friedrich Merz als Kanzler, Israel will den gesamten Gazastreifen dauerhaft besetzen, warum der Pollenflug so heftig ausfällt. Das sind die Themen bei15 Minuten.ardaudiothek",15 Minuten,https://www.ardaudiothek.de/episode/15-minuten-der-tagesschau-podcast-am-morgen/regierungswechsel-besetzung-gazastreifen/tagesschau/14523767/
2025-05-06 07:42:00,"Die GroKo, die keine mehr ist",multimedia,11KM,"Nach seiner Wahl zum Kanzler muss Merz eine schwarz-rote Koalition führen, die keine GroKo mehr ist. 11KM über die Frage, ob aus Union und SPD diesmal mehr als ein Zweckbündnis werden kann.mehr",Kein Autor,https://www.tagesschau.de/multimedia/podcast/11km/podcast-11km-2592.html
2025-05-06 07:27:00,Was Börse und Unternehmen erwarten,wirtschaft,Neue Bundesregierung,"Vor der neuen Bundesregierung liegen große Aufgaben. Die Wirtschaft wieder in Schwung zu bringen, dürfte dabei an erster Stelle stehen. Wird der Regierung Merz das gelingen?Von Anne-Catherine Beck.mehr",Von Anne-Catherine Beck.,https://www.tagesschau.de/wirtschaft/neue-bundesregierung-erwartungen-wirtschaft-boerse-100.html
2025-05-06 07:15:00,Petry will eine neue Partei gründen,inland,Frühere AfD-Chefin,"Frauke Petry hat einst die AfD mitgegründet und sie später im Streit verlassen. Ein erster Anlauf mit einer eigenen Partei scheiterte. Nun glaubt Petry, eine neue Leerstelle in der Parteienlandschaft entdeckt zu haben.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/afd-ex-chefin-frauke-petry-will-partei-gruenden-100.html
2025-05-06 05:41:00,Berichte über Trump-Attentat und Fentanyl ausgezeichnet,kultur,Pulitzer-Preise vergeben,Schon zum 109. Mal sind die renommierten Pulitzer-Preise für Journalismus vergeben worden. Arbeiten zum Attentat auf Trump und über die tödliche Droge Fentanyl wurden ausgezeichnet. Vier Preise gingen an die New York Times.mehr,Kein Autor,https://www.tagesschau.de/kultur/pulitzer-preise-102.html
2025-05-06 04:50:00,Wie die Kanzlerwahl abläuft,inland,Neue Bundesregierung,"Der Koalitionsvertrag ist unterschrieben, Scholz mit Großem Zapfenstreich verabschiedet. Heute soll Merz zum Kanzler gewählt und sein Kabinett vereidigt werden. So sieht der Zeitplan aus.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/kanzler-wahl-ernennung-100.html
2025-05-06 04:49:00,Sauerland für Deutschland?,inland,Merz' Heimatregion,"Wenn Friedrich Merz heute vermutlich zum Kanzler gewählt wird, schauen sie in Arnsberg vor allem stolz in Richtung Berlin. Aber auch mit glasklaren Erwartungen. Ein Besuch in Merz' Heimatregion.Von Jan Koch.mehr",Von Jan Koch.,https://www.tagesschau.de/inland/mittendrin/merz-kanzler-sauerland-100.html
2025-05-06 04:34:00,Was der internationale Austausch bringt,wissen,100 Jahre DAAD,Millionen Studierende und Wissenschaftler hat er bereits gefördert: der Deutsche Akademische Austauschdienst (DAAD). Zum 100-jährigen Jubiläum steht der Verein vor politischen Herausforderungen.Von Britta Mersch.mehr,Von Britta Mersch.,https://www.tagesschau.de/wissen/forschung/100-jahre-daad-100.html
2025-05-06 04:32:00,OpenAI verwirftUmstrukturierungspläne,wirtschaft,KI-Firma,"Der ChatGPT-Entwickler OpenAI wollte mit veränderten Unternehmensstrukturen Investoren anlocken. Nach monatelanger Kritik wird der Plan jetzt aufgegeben, die Kontrolle bleibt bei einer nicht gewinnorientierten Gesellschaft.Von R. Spiegelhauer.mehr",Von R. Spiegelhauer.,https://www.tagesschau.de/wirtschaft/unternehmen/chatgpt-umbau-gestoppt-102.html
2025-05-06 03:26:00,Harvard soll keine neuen Fördermittel mehr erhalten,ausland,US-Regierung gegen Elite-Uni,"Die US-Regierung erhöht den Druck auf die Elite-Universität Harvard. Sollten die Forderungen aus Washington nach ""verantwortungsvoller Führung"" nicht erfüllt werden, würden sämtliche weiteren Zuschüsse gekappt.mehr",Kein Autor,https://www.tagesschau.de/ausland/amerika/foerderung-harvard-100.html
2025-05-06 01:11:00,AfD-Abgeordneterverlässt Partei und Fraktion,inland,Nach Rechtsextremismus-Einstufung,"Der gerade erst in den Bundestag gewählte AfD-Abgeordnete Knodel aus Baden-Württemberg zieht aus der Einstufung der Partei als ""gesichert rechtsextremistisch"" Konsequenzen: Er erklärte seinen Austritt aus Partei und Fraktion.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/afd-austritt-fraktion-100.html
2025-05-07 22:44:00,"++ Linnemann nennt Abstimmung mit Linken ""normal"" ++",newsticker,Neue Bundesregierung,Laut CDU-Generalsekretär Linnemann ändert die gemeinsame Abstimmung mit der Linken am Dienstag nichts am Unvereinbarkeitsbeschluss zu der Partei. Polens Regierungschef hat die Migrationsvorhaben der Bundesregierung kritisiert.mehr,Kein Autor,https://www.tagesschau.de/newsticker/liveblog-bundesregierung-mittwoch-100.html
2025-05-07 22:08:00,Wall Street schließt nach Wechselbad höher,wirtschaft,DAX gibt erneut nach,Mit dem heutigen Zinsentscheid schwelt der Konflikt zwischen der Fed und US-Präsident Trump weiter. Noch mehr beschäftigte die US-Börsen aber der Handelskonflikt mit China.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/finanzen/marktberichte/marktbericht-boerse-dax-fed-trump-zoelle-usa-china-gold-oel-100.html
2025-05-07 21:51:00,Erster Wahlgang ohne neuen Papst,ausland,Konklave im Vatikan,Schwarzer Rauch zum Auftakt der Papstwahl: Beim Konklave im Vatikan haben sich die Kardinäle im ersten Wahlgang nicht auf ein neues Oberhaupt der Katholiken einigen können. Am Donnerstag wird weiter abgestimmt.mehr,Kein Autor,https://www.tagesschau.de/ausland/europa/vatikan-konklave-papstwahl-100.html
2025-05-07 21:44:00,"Syrien bestätigt ""indirekte Verhandlungen"" mit Israel",ausland,Übergangspräsident in Paris,"Nach dem Sturz Assads verlegte Israel zusätzliche Truppen in die Golanhöhen und flog zuletzt wieder Angriffe in Syrien. Nun zeigt sich Damaskus offen, ""die Lage zu beruhigen."" Laut dem Übergangspräsidenten laufen Verhandlungen - über Vermittler.mehr",Kein Autor,https://www.tagesschau.de/ausland/asien/syrien-israel-gespraeche-100.html
2025-05-07 20:44:00,Auch AfD in Brandenburg gesichertrechtsextremistisch,inland,Verfassungsschutz,Der Verfassungsschutz in Brandenburg hat die AfD als gesichert rechtsextremistisch eingestuft. Eine fehlerhafte Kommunikation zur Hochstufung führte zuvor zur Entlassung von Präsident Jörg Müller.mehr,Kein Autor,https://www.tagesschau.de/inland/innenpolitik/brandenburger-verfassungsschutz-afd-100.html
2025-05-07 20:42:00,Wie sollte der neue Papst sein?,inland,Erwartungen deutscher Katholiken,"Papst Franziskus war in vielem das Gegenteil seines Vorgängers: volksnah, spontan und ökosozial orientiert. Das kam in Deutschland gut an. Wie ein Nachfolger sein soll, sorgt für Diskussionen.Von Birgit Rätsch.mehr",Von Birgit Rätsch.,https://www.tagesschau.de/inland/gesellschaft/papst-erwartungen-deutschland-100.html
2025-05-07 19:48:00,Tschentscher als Erster Bürgermeister wiedergewählt,inland,Hamburg,Peter Tschentscher ist erneut zum Ersten Bürgermeister von Hamburg gewählt worden. Die Bürgerschaft bestätigte den SPD-Politiker mit 71 von 119 Stimmen. Tschentscher steht damit weitere fünf Jahre an der Spitze der rot-grünen Koalition.mehr,Kein Autor,https://www.tagesschau.de/inland/regional/hamburg/hamburg-tschentscher-buergermeisterwahl-100.html
2025-05-07 18:53:00,Dobrindt kündigt mehrZurückweisungenan den Grenzen an,inland,Neuer Innenminister,Bundesinnenminister Alexander Dobrindt will künftig auch Asylsuchende an den Landgrenzen zurückweisen lassen. Gleichzeitig kündigte er eine Erhöhung der Zahl der Bundespolizisten an den Grenzen an.mehr,Kein Autor,https://www.tagesschau.de/inland/innenpolitik/grenzkontrollen-dobrindt-kuendigt-mehr-zurueckweisungen-an-100.html
2025-05-07 18:40:00,USA kritisieren Moskaus Forderungen als überzogen,ausland,Krieg gegen die Ukraine,Trumps Stellvertreter JD Vance schlägt auf einer Konferenz neue Töne an: Russland verlange mit Blick auf eine etwaige Ukraine-Friedenslösung zu viel. Andererseits fordert Vance Verständnis für Moskau - und direkte Gespräche.mehr,Kein Autor,https://www.tagesschau.de/ausland/amerika/vance-russland-ukraine-100.html
2025-05-07 18:00:00,Wenig Rückenwind für den neuen Kanzler Merz,inland,ARD-DeutschlandTrend,LautARD-DeutschlandTrendhält eine Mehrheit der Deutschen Merz für keine gute Besetzung als Kanzler. Gute Umfragewerte gibt es für Verteidigungsminister Pistorius. Umstritten ist ein mögliches Verbotsverfahren gegen die AfD.Von C. Müller.mehr,ARD-DeutschlandTrend,https://www.tagesschau.de/inland/deutschlandtrend/deutschlandtrend-3474.html
2025-05-07 17:48:00,Wie mit Fakes die Stimmung angeheizt wird,faktenfinder,Konflikt zwischen Indien und Pakistan,"Der Konflikt der beiden Atommächte Indien und Pakistan wird in den sozialen Netzwerken mit zahlreichen falschen Bildern und Videos begleitet. Oftmals geht es dabei darum, die Gegenseite zu diskreditieren.Von C. Saathoff und P. Siggelkow.mehr",Von C. Saathoff und P. Siggelkow.,https://www.tagesschau.de/faktenfinder/indien-pakistan-fakes-100.html
2025-05-07 17:47:00,"""Die weitere Eskalation ist gefährlich""",ausland,Konflikt zwischen Indien und Pakistan,"Mit den indischen Angriffen auf Ziele in Pakistan spitzt sich der Konflikt zwischen den Ländern zu. Dabei steckt Pakistan jetzt in einer Zwickmühle, erklärt Südasien-Experte Wagner: Denn es bleibe ihm nur übrig, weiter zu eskalieren.mehr",Kein Autor,https://www.tagesschau.de/ausland/asien/indien-pakistan-konflikt-102.html
2025-05-07 16:40:00,US-Staat Utah stoppt Fluorid-Zugabe im Trinkwasser,ausland,Verbot des Gouverneurs,"Um Karies bei Kindern vorzubeugen, wird in den USA Fluorid ins Trinkwasser gemischt. Der Bundesstaat Utah macht Schluss damit. Gouverneur Cox spricht von ""Zwangsmedikation durch die Regierung"". Rückendeckung erhält er aus Washington.Von S. Jackisch.mehr",Von S. Jackisch.,https://www.tagesschau.de/ausland/amerika/utah-trinkwasser-fluorid-trinkwasser-102.html
2025-05-07 15:13:00,Der größte Rufmord derMusikgeschichte?,kultur,Todestag von Antonio Salieri,Der italienische Komponist Antonio Salieri starb vor 200 Jahren - doch sein Ruf überlebte ihn. Die Nachwelt stilisierte ihn zum erbitterten Rivalen Mozarts und manche machten ihn sogar für dessen Tod verantwortlich.Von Dominic Konrad.mehr,Von Dominic Konrad.,https://www.tagesschau.de/kultur/todestag-antonio-salieri-100.html
2025-05-07 14:58:00,Was die Klage der AfD bedeutet,inland,Rechtsextremismus-Einstufung,"Die AfD hat Klage vor dem Verwaltungsgericht Köln eingereicht und diese mit einem Eilantrag verbunden. Das Ziel: Die Einstufung als ""gesichert rechtsextremistisch"" juristisch stoppen. Verschiedene Szenarien sind nun möglich.Von Kolja Schwartz.mehr",Von Kolja Schwartz.,https://www.tagesschau.de/inland/innenpolitik/afd-klage-bedeutung-100.html
2025-05-07 14:25:00,Fast 60 Tote nach Angriffen in Gaza,ausland,Krieg in Nahost,Gerade erst billigte Israels Sicherheitskabinett Pläne für eine Ausweitung seiner Militäroperation im Gazastreifen. Nun sind nach palästinensischen Angaben bei Angriffen erneut viele Menschen getötet worden.mehr,Kein Autor,https://www.tagesschau.de/ausland/asien/israel-gaza-krieg-viele-tote-bei-angriffen-100.html
2025-05-07 14:07:00,Weight Watchers beantragt Insolvenz,wirtschaft,Konkurrenz durch Abnehmspritzen,"Der US-Diätkonzern Weight Watchers ist pleite. Mit einem Chapter-11-Verfahren will sich der Konzern, der vor allem unter der Konkurrenz der Abnehmspritzen leidet, sanieren.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/weight-watchers-insolvenz-100.html
2025-05-07 14:01:00,Die erwartete Eskalation,ausland,Konflikt zwischen Indien und Pakistan,Der schwelende Konflikt zwischen Indien und Pakistan hat sich über Nacht dramatisch verschärft. Die benachbarten Atommächte lieferten sich nach Luftangriffen die schwersten Kämpfe seit 20 Jahren. Es gibt mehrere Tote. Von Franziska Amler.mehr,on Franziska Amler.,https://www.tagesschau.de/ausland/asien/indien-pakistan-angriffe-kaschmir-100.html
2025-05-07 13:44:00,Amazon in Deutschland auf Wachstumskurs,wirtschaft,Zehn Prozent mehr Jobs,Ungeachtet der Wirtschaftsflaute geht es für Amazon in Deutschland weiter aufwärts. Der US-Konzern schafft Jobs und investiert in neue Standorte. Von ver.di kommt Kritik an den Arbeitsbedingungen.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/amazon-jobs-deutschland-100.html
2025-05-07 13:34:00,"Strikt abgeschottet - und ""besinnlich""",ausland,Wie das Konklave abläuft,"Wie im Konklave über den künftigen Papst abgestimmt wird, bleibt strikt vertraulich. Dafür erzählen Teilnehmer früherer Konklaven von der besonderen Atmosphäre in der Sixtinischen Kapelle.Von Ivo Marusczyk.mehr",Von Ivo Marusczyk.,https://www.tagesschau.de/ausland/europa/konklave-insider-100.html
2025-05-07 13:18:00,Die Ukraine setzt große Hoffnung auf Kanzler Merz,ausland,Baldiges Treffen angekündigt,"In der Ukraine ist die Erwartung groß, dass Deutschland unter Kanzler Merz ""Taurus""-Marschflugkörper liefert. Ein Treffen von ihm und Präsident Selenskyj werde vorbereitet, heißt es aus Kiew.Von Rebecca Barth.mehr",Von Rebecca Barth.,https://www.tagesschau.de/ausland/europa/ukraine-erwartung-merz-100.html
2025-05-07 12:47:00,In der ersten Reihe angekommen,inland,Neuer SPD-Fraktionschef Miersch,Matthias Miersch führt künftig die Bundestagsfraktion der SPD. Der Parteilinke gilt als enger Vertrauter von Parteichef Klingbeil. In der schwarz-roten Koalition dürfte ihm nun eine Schlüsselrolle zukommen.Von Torben Ostermann.mehr,Von Torben Ostermann.,https://www.tagesschau.de/inland/innenpolitik/miersch-spd-fraktion-100.html
2025-05-07 12:35:00,Ändert die CDU ihr Verhältnis zur Linkspartei?,inland,Kooperation vor Kanzlerwahl,"Ein Unvereinbarkeitsbeschluss der CDU lehnt eine Zusammenarbeit mit der Linken ab - doch genau das wurde für den zweiten Wahlgang bei der Kanzlerwahl nötig. Die Diskussion ist damit neu entfacht, Kanzleramtsminister Frei zeigt sich offen.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/cdu-linke-unvereinbarkeitsbeschluss-100.html
2025-05-07 12:15:00,Hungrige kaufen ungesünder ein,wissen,Entscheidung im Supermarkt,"Hungrige Menschen greifen eher zu ungesunden Lebensmitteln. Forschende der Uni Hamburg haben jetzt herausgefunden, warum sie das tun - und appellieren an Politik und Industrie.Von V. Bräse und S. v. Liebe.mehr",Von V. Bräse und S. v. Liebe.,https://www.tagesschau.de/wissen/forschung/studie-hungrige-kaufen-ungesuender-ein-100.html
2025-05-07 12:11:00,Huthi wollen Feuerpause mit den USA einhalten,ausland,Auf Vermittlung Omans,"Die Huthi im Jemen wollen sich an die neue Waffenruhe halten. Damit könnten ihre Angriffe auf US-Handelsschiffe im Roten Meer ein Ende haben. Zugleich stellte die Miliz klar, weiter Israel zu beschießen.mehr",Kein Autor,https://www.tagesschau.de/ausland/asien/einigung-waffenruhe-usa-huthi-102.html
2025-05-07 11:54:00,Risiko für weitere Rückschläge an Finanzmärkten,wirtschaft,BaFin-Chef Branson warnt,Die US-Zollpolitik dürfte die Finanzmärkte nach Einschätzung der BaFin auch weiter in Atem halten. Deutsche Unternehmen seien dank solider Regulierungen aber gut aufgestellt.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/finanzen/bafin-rueckschlaege-finanzmaerkte-zoelle-100.html
2025-05-07 11:50:00,Indien greift mehrere Ziele in Pakistan an,ausland,Konflikt zwischen Atommächten,Der Streit zwischen den Atommächten Indien und Pakistan eskaliert. Indien griff mehrere Ziele im Nachbarland an. Auch von pakistanischer Seite gab es Beschuss. Beide Länder melden Tote.mehr,Kein Autor,https://www.tagesschau.de/ausland/asien/indien-angriff-pakistan-100.html
2025-05-07 11:21:00,Wie die AfD denVerfassungsschutzdiskreditiert,faktenfinder,Nach Hochstufung,"Nach der Einstufung der AfD als ""gesichert rechtsextremistisch"" durch den Verfassungsschutz greift die Partei die Behörde scharf an. Experten erklären, warum ihre Argumente nicht greifen.Von Christian Saathoff.mehr",Von Christian Saathoff.,https://www.tagesschau.de/faktenfinder/kontext/afd-strategie-gutachten-100.html
2025-05-07 11:03:00,Miersch zumSPD-Fraktionschefgewählt,inland,Bisheriger Generalsekretär,"Der bisherige SPD-Generalsekretär Matthias Miersch ist neuer Chef der Bundestagsfraktion. Der 56-Jährige wurde mit gut 83 Prozent gewählt, wie die SPD-Fraktion mitteilte. Miersch folgt auf Klingbeil, der ins Kabinett wechselt.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/miersch-spd-fraktionschef-100.html
2025-05-07 10:43:00,Wie das Ausland auf die Kanzlerwahl schaut,inland,Presseschau,"""Merz beschädigt"", ""verantwortungsloses Spiel mit der Stabilität der deutschen Demokratie"": Auch das Ausland schaut mit Interesse auf die dramatische Kanzlerwahl. Einige Kommentare im Überblick.mehr",Kein Autor,https://www.tagesschau.de/inland/presseschau-merz-kanzlerwahl-100.html
2025-05-07 10:33:00,Jetzt live: Der Gottesdienst zur Papstwahl,video,Messe im Petersdom,"Bevor am Nachmittag das Konklave in der Sixtinischen Kapelle mit der Wahl eines neuen Papstes beginnt, treffen sich die Kardinäle im Petersdom zu einem Gottesdienst.Das Erstezeigt die Messe live.ardmediathek",Das Erste,https://www.ardmediathek.de/video/gottesdienste/gottesdienst-zur-papstwahl/br/Y3JpZDovL2JyLmRlL2Jyb2FkY2FzdFNjaGVkdWxlU2xvdC9mOWRiYWE2ZS0xZjBlLTQxYmEtYTUzOS0xM2Y5Y2YyNWZlZGU
2025-05-07 10:13:00,Wettfieber um den Heiligen Stuhl,ausland,Zocker setzen auf nächsten Papst,Auf die Papstwahl wird schon seit Jahrhunderten gewettet - so auch in diesem Jahr. Vier Favoriten haben die Online-Zocker. Bei anderen Ereignissen wie der US-Wahl lagen sie mit ihren Tipps häufig richtig.Von Martin Ganslmeier.mehr,Von Martin Ganslmeier.,https://www.tagesschau.de/ausland/amerika/konklave-papst-wetten-100.html
2025-05-07 09:59:00,Online-Buchungenbei Reisen immer beliebter,wirtschaft,"60,4 Millionen Übernachtungen","Feriengäste buchen ihre Urlaubsquartiere immer öfter über das Internet. Reisende aus dem In- und Ausland buchten im vergangenen Jahr insgesamt 60,4 Millionen Übernachtungen in Deutschland online.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/verbraucher/reisen-buchung-online-tourismus-100.html
2025-05-07 09:26:00,Wolken vor der Sonne,wirtschaft,Deutsche Solarbranche,"Nach dem Boom der vergangenen Jahre gerät der Solar-Ausbau ins Stocken. Das Handwerk sieht eine Insolvenzwelle, die neue Bundesregierung wünscht sich ""systemdienliche"" Solaranlagen.Von David Zajonz.mehr",Von David Zajonz.,https://www.tagesschau.de/wirtschaft/energie/solarindustrie-erneuerbare-energien-100.html
2025-05-07 08:30:00,China-Schwäche lässt Gewinn bei BMW einbrechen,wirtschaft,"Minus 26,4 Prozent","Der Autobauer BMW ist mit einem Gewinneinbruch ins Jahr gestartet. Gleichzeitig rechnen die Münchner damit, dass die Belastung durch US-Zölle im Sommer sinkt und halten daher an ihrem Jahresausblick fest.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/bmw-gewinneinbruch-102.html
2025-05-07 07:38:00,Drohnenangriffeauf Kiew und Moskau,ausland,Krieg gegen die Ukraine,"Während Moskau die Siegesparade zum Ende des Zweiten Weltkriegs vorbereitet, geht der Krieg gegen die Ukraine weiter. In der Nacht gab es Drohnenangriffe auf Kiew und Moskau. In der russischen Hauptstadt stört das den Flugverkehr.mehr",Kein Autor,https://www.tagesschau.de/ausland/europa/russland-ukraine-drohnenangriffe-104.html
